Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J20-J19,70 mph,No comment,67 mph,No comment,03.08.24,13:38:04,Saturday,Inter
J19-J18,53 mph,No comment,49 mph,No comment,03.08.24,13:38:24,Saturday,Inter
J18-J17,49 mph,No comment,49 mph,No comment,03.08.24,13:38:45,Saturday,Inter
J17-J16,49 mph,No comment,48 mph,No comment,03.08.24,13:39:05,Saturday,Inter
J16-J15A,62 mph,No comment,59 mph,No comment,03.08.24,13:39:25,Saturday,Inter
J15A-J15,68 mph,No comment,67 mph,No comment,03.08.24,13:39:45,Saturday,Inter
J15-J14,64 mph,"Unconfirmed Roadworks, Roadworks",70 mph,No comment,03.08.24,13:39:55,Saturday,Inter
J14-J13,65 mph,No comment,62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:40:05,Saturday,Inter
J13-J12,46 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:40:15,Saturday,Inter
J12-J11A,46 mph,No comment,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:40:25,Saturday,Inter
J11A-J11,40 mph,Roadworks,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",03.08.24,13:40:25,Saturday,Inter
J11-J10,33 mph,Roadworks,52 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",03.08.24,13:40:25,Saturday,Inter
J10-J9,24 mph,"Roadworks, Unconfirmed Roadworks",66 mph,Roadworks,03.08.24,13:40:25,Saturday,Inter
J9-J8,61 mph,Unconfirmed Roadworks,63 mph,Roadworks,03.08.24,13:40:26,Saturday,Inter
J8-J7,59 mph,No comment,51 mph,No comment,03.08.24,13:40:46,Saturday,Inter
J7-J6A,62 mph,No comment,64 mph,No comment,03.08.24,13:41:06,Saturday,Inter
J6A-J6,66 mph,No comment,70 mph,No comment,03.08.24,13:41:26,Saturday,Inter
J6-J5,70 mph,No comment,70 mph,No comment,03.08.24,13:41:46,Saturday,Inter
J5-J4,70 mph,No comment,70 mph,No comment,03.08.24,13:42:06,Saturday,Inter
J4-J2,70 mph,No comment,70 mph,No comment,03.08.24,13:42:26,Saturday,Inter
J2-J1,65 mph,No comment,57 mph,No comment,03.08.24,13:42:46,Saturday,Inter
J48-J47,59 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,03.08.24,17:31:03,Saturday,Evening
J47-J46,49 mph,Unconfirmed Roadworks,47 mph,Unconfirmed Roadworks,03.08.24,17:31:03,Saturday,Evening
J46-J45,50 mph,Unconfirmed Roadworks,59 mph,Unconfirmed Roadworks,03.08.24,17:31:03,Saturday,Evening
J45-J43|44,63 mph,No comment,64 mph,No comment,03.08.24,17:31:23,Saturday,Evening
J43|44-J42,66 mph,No comment,56 mph,No comment,03.08.24,17:31:43,Saturday,Evening
J42-J41,60 mph,No comment,67 mph,No comment,03.08.24,17:32:03,Saturday,Evening
J41-J40,66 mph,No comment,69 mph,No comment,03.08.24,17:32:24,Saturday,Evening
J40-J39,67 mph,No comment,67 mph,No comment,03.08.24,17:32:44,Saturday,Evening
J39-J38,70 mph,No comment,69 mph,No comment,03.08.24,17:33:04,Saturday,Evening
J38-J37,70 mph,No comment,70 mph,No comment,03.08.24,17:33:24,Saturday,Evening
J37-J36,70 mph,No comment,70 mph,No comment,03.08.24,17:33:44,Saturday,Evening
J36-J35A,68 mph,Unconfirmed Roadworks,66 mph,No comment,03.08.24,17:33:54,Saturday,Evening
J35A-J35,58 mph,No comment,51 mph,No comment,03.08.24,17:34:14,Saturday,Evening
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,03.08.24,17:34:14,Saturday,Evening
J34-J33,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:34:14,Saturday,Evening
J33-J32,49 mph,No comment,54 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:34:24,Saturday,Evening
J32-J31,63 mph,No comment,51 mph,Unconfirmed Roadworks,03.08.24,17:34:35,Saturday,Evening
J31-J30,50 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:34:45,Saturday,Evening
J30-J29A,48 mph,No comment,49 mph,Unconfirmed Roadworks,03.08.24,17:34:55,Saturday,Evening
J29A-J29,49 mph,No comment,48 mph,No comment,03.08.24,17:35:15,Saturday,Evening
J29-J28,48 mph,No comment,49 mph,Unconfirmed Roadworks,03.08.24,17:35:25,Saturday,Evening
J28-J27,63 mph,No comment,66 mph,No comment,03.08.24,17:35:45,Saturday,Evening
J27-J26,70 mph,No comment,69 mph,No comment,03.08.24,17:36:05,Saturday,Evening
J26-J25,66 mph,No comment,60 mph,No comment,03.08.24,17:36:25,Saturday,Evening
J25-J24A,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,03.08.24,17:36:25,Saturday,Evening
J24A-J24,48 mph,Unconfirmed Roadworks,47 mph,No comment,03.08.24,17:36:35,Saturday,Evening
J24-J23A,62 mph,No comment,61 mph,No comment,03.08.24,17:36:56,Saturday,Evening
J23A-J23,70 mph,Unconfirmed Roadworks,70 mph,No comment,03.08.24,17:37:06,Saturday,Evening
J23-J22,70 mph,No comment,70 mph,No comment,03.08.24,17:37:26,Saturday,Evening
J22-J21A,70 mph,No comment,70 mph,Unconfirmed Roadworks,03.08.24,17:37:36,Saturday,Evening
J21A-J21,61 mph,No comment,68 mph,No comment,03.08.24,17:37:56,Saturday,Evening
J21-J20,70 mph,No comment,70 mph,No comment,03.08.24,17:38:16,Saturday,Evening
J20-J19,70 mph,No comment,70 mph,No comment,03.08.24,17:38:36,Saturday,Evening
J19-J18,50 mph,No comment,50 mph,No comment,03.08.24,17:38:56,Saturday,Evening
J18-J17,48 mph,No comment,49 mph,No comment,03.08.24,17:39:16,Saturday,Evening
J17-J16,48 mph,No comment,50 mph,No comment,03.08.24,17:39:37,Saturday,Evening
J16-J15A,64 mph,No comment,65 mph,No comment,03.08.24,17:39:57,Saturday,Evening
J15A-J15,70 mph,No comment,70 mph,No comment,03.08.24,17:40:17,Saturday,Evening
J15-J14,65 mph,"Unconfirmed Roadworks, Roadworks",70 mph,No comment,03.08.24,17:40:27,Saturday,Evening
J14-J13,67 mph,No comment,62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:40:37,Saturday,Evening
J13-J12,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:40:47,Saturday,Evening
J12-J11A,49 mph,No comment,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,17:40:57,Saturday,Evening
J11A-J11,49 mph,Roadworks,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",03.08.24,17:40:57,Saturday,Evening
J11-J10,48 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",03.08.24,17:40:57,Saturday,Evening
J10-J9,61 mph,"Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,03.08.24,17:40:57,Saturday,Evening
J9-J8,66 mph,Unconfirmed Roadworks,64 mph,Roadworks,03.08.24,17:40:57,Saturday,Evening
J8-J7,59 mph,No comment,61 mph,No comment,03.08.24,17:41:18,Saturday,Evening
J7-J6A,65 mph,No comment,64 mph,No comment,03.08.24,17:41:38,Saturday,Evening
J6A-J6,70 mph,No comment,69 mph,No comment,03.08.24,17:41:58,Saturday,Evening
J6-J5,68 mph,No comment,70 mph,No comment,03.08.24,17:42:18,Saturday,Evening
J5-J4,69 mph,No comment,68 mph,No comment,03.08.24,17:42:38,Saturday,Evening
J4-J2,67 mph,No comment,70 mph,No comment,03.08.24,17:42:58,Saturday,Evening
J2-J1,65 mph,No comment,60 mph,No comment,03.08.24,17:43:18,Saturday,Evening
J48-J47,52 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,04.08.24,01:30:32,Sunday,Off
J47-J46,49 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,04.08.24,01:30:32,Sunday,Off
J46-J45,53 mph,Unconfirmed Roadworks,58 mph,Unconfirmed Roadworks,04.08.24,01:30:32,Sunday,Off
J45-J43|44,63 mph,No comment,63 mph,No comment,04.08.24,01:30:52,Sunday,Off
J43|44-J42,63 mph,No comment,69 mph,No comment,04.08.24,01:31:12,Sunday,Off
J42-J41,64 mph,No comment,68 mph,No comment,04.08.24,01:31:32,Sunday,Off
J41-J40,67 mph,No comment,68 mph,No comment,04.08.24,01:31:52,Sunday,Off
J40-J39,66 mph,No comment,68 mph,No comment,04.08.24,01:32:12,Sunday,Off
J39-J38,69 mph,No comment,70 mph,No comment,04.08.24,01:32:32,Sunday,Off
J38-J37,68 mph,No comment,70 mph,No comment,04.08.24,01:32:53,Sunday,Off
J37-J36,67 mph,No comment,69 mph,No comment,04.08.24,01:33:13,Sunday,Off
J36-J35A,68 mph,Unconfirmed Roadworks,67 mph,No comment,04.08.24,01:33:23,Sunday,Off
J35A-J35,58 mph,No comment,52 mph,No comment,04.08.24,01:33:43,Sunday,Off
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,04.08.24,01:33:43,Sunday,Off
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:33:43,Sunday,Off
J33-J32,48 mph,No comment,54 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:33:53,Sunday,Off
J32-J31,61 mph,No comment,51 mph,Unconfirmed Roadworks,04.08.24,01:34:03,Sunday,Off
J31-J30,51 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:34:13,Sunday,Off
J30-J29A,49 mph,No comment,51 mph,Unconfirmed Roadworks,04.08.24,01:34:23,Sunday,Off
J29A-J29,50 mph,No comment,50 mph,No comment,04.08.24,01:34:44,Sunday,Off
J29-J28,49 mph,No comment,51 mph,Unconfirmed Roadworks,04.08.24,01:34:54,Sunday,Off
J28-J27,64 mph,No comment,66 mph,No comment,04.08.24,01:35:14,Sunday,Off
J27-J26,69 mph,No comment,68 mph,No comment,04.08.24,01:35:34,Sunday,Off
J26-J25,65 mph,No comment,61 mph,No comment,04.08.24,01:35:54,Sunday,Off
J25-J24A,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,Unconfirmed Roadworks,04.08.24,01:35:54,Sunday,Off
J24A-J24,54 mph,Unconfirmed Roadworks,48 mph,No comment,04.08.24,01:36:04,Sunday,Off
J24-J23A,60 mph,No comment,58 mph,No comment,04.08.24,01:36:24,Sunday,Off
J23A-J23,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",58 mph,Unconfirmed Roadworks,04.08.24,01:36:24,Sunday,Off
J23-J22,67 mph,No comment,70 mph,No comment,04.08.24,01:36:44,Sunday,Off
J22-J21A,70 mph,No comment,70 mph,Unconfirmed Roadworks,04.08.24,01:36:55,Sunday,Off
J21A-J21,69 mph,No comment,67 mph,No comment,04.08.24,01:37:15,Sunday,Off
J21-J20,70 mph,No comment,57 mph,No comment,04.08.24,01:37:35,Sunday,Off
J20-J19,70 mph,No comment,65 mph,No comment,04.08.24,01:37:55,Sunday,Off
J19-J18,53 mph,No comment,51 mph,No comment,04.08.24,01:38:15,Sunday,Off
J18-J17,50 mph,No comment,50 mph,No comment,04.08.24,01:38:35,Sunday,Off
J17-J16,51 mph,No comment,50 mph,No comment,04.08.24,01:38:55,Sunday,Off
J16-J15A,64 mph,No comment,59 mph,No comment,04.08.24,01:39:15,Sunday,Off
J15A-J15,66 mph,No comment,65 mph,No comment,04.08.24,01:39:36,Sunday,Off
J15-J14,58 mph,"Unconfirmed Roadworks, Roadworks",68 mph,No comment,04.08.24,01:39:46,Sunday,Off
J14-J13,62 mph,No comment,63 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:39:56,Sunday,Off
J13-J12,50 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:40:06,Sunday,Off
J12-J11A,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,01:40:16,Sunday,Off
J11A-J11,51 mph,Roadworks,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",04.08.24,01:40:16,Sunday,Off
J11-J10,50 mph,Roadworks,53 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",04.08.24,01:40:16,Sunday,Off
J10-J9,61 mph,"Roadworks, Unconfirmed Roadworks",66 mph,Roadworks,04.08.24,01:40:16,Sunday,Off
J9-J8,67 mph,Unconfirmed Roadworks,65 mph,Roadworks,04.08.24,01:40:16,Sunday,Off
J8-J7,57 mph,No comment,58 mph,No comment,04.08.24,01:40:36,Sunday,Off
J7-J6A,68 mph,No comment,62 mph,No comment,04.08.24,01:40:56,Sunday,Off
J6A-J6,67 mph,No comment,70 mph,No comment,04.08.24,01:41:17,Sunday,Off
J6-J5,70 mph,No comment,67 mph,No comment,04.08.24,01:41:37,Sunday,Off
J5-J4,70 mph,No comment,69 mph,No comment,04.08.24,01:41:57,Sunday,Off
J4-J2,65 mph,No comment,70 mph,No comment,04.08.24,01:42:17,Sunday,Off
J2-J1,70 mph,No comment,61 mph,No comment,04.08.24,01:42:37,Sunday,Off
J48-J47,53 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,04.08.24,08:00:34,Sunday,Morning
J47-J46,48 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,04.08.24,08:00:34,Sunday,Morning
J46-J45,49 mph,Unconfirmed Roadworks,62 mph,Unconfirmed Roadworks,04.08.24,08:00:34,Sunday,Morning
J45-J43|44,58 mph,No comment,69 mph,No comment,04.08.24,08:00:54,Sunday,Morning
J43|44-J42,66 mph,No comment,70 mph,No comment,04.08.24,08:01:15,Sunday,Morning
J42-J41,68 mph,No comment,70 mph,No comment,04.08.24,08:01:35,Sunday,Morning
J41-J40,65 mph,No comment,69 mph,No comment,04.08.24,08:01:55,Sunday,Morning
J40-J39,66 mph,No comment,70 mph,No comment,04.08.24,08:02:15,Sunday,Morning
J39-J38,69 mph,No comment,70 mph,No comment,04.08.24,08:02:35,Sunday,Morning
J38-J37,66 mph,No comment,70 mph,No comment,04.08.24,08:02:55,Sunday,Morning
J37-J36,70 mph,No comment,68 mph,No comment,04.08.24,08:03:15,Sunday,Morning
J36-J35A,69 mph,Unconfirmed Roadworks,70 mph,No comment,04.08.24,08:03:25,Sunday,Morning
J35A-J35,58 mph,No comment,53 mph,No comment,04.08.24,08:03:45,Sunday,Morning
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,Unconfirmed Roadworks,04.08.24,08:03:45,Sunday,Morning
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:03:46,Sunday,Morning
J33-J32,50 mph,No comment,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:03:56,Sunday,Morning
J32-J31,64 mph,No comment,52 mph,Unconfirmed Roadworks,04.08.24,08:04:06,Sunday,Morning
J31-J30,51 mph,No comment,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:04:16,Sunday,Morning
J30-J29A,49 mph,No comment,51 mph,Unconfirmed Roadworks,04.08.24,08:04:26,Sunday,Morning
J29A-J29,53 mph,No comment,49 mph,No comment,04.08.24,08:04:46,Sunday,Morning
J29-J28,50 mph,No comment,49 mph,Unconfirmed Roadworks,04.08.24,08:04:56,Sunday,Morning
J28-J27,64 mph,No comment,67 mph,No comment,04.08.24,08:05:16,Sunday,Morning
J27-J26,69 mph,No comment,70 mph,No comment,04.08.24,08:05:36,Sunday,Morning
J26-J25,68 mph,No comment,62 mph,No comment,04.08.24,08:05:57,Sunday,Morning
J25-J24A,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,04.08.24,08:05:57,Sunday,Morning
J24A-J24,55 mph,Unconfirmed Roadworks,49 mph,No comment,04.08.24,08:06:07,Sunday,Morning
J24-J23A,69 mph,No comment,60 mph,No comment,04.08.24,08:06:27,Sunday,Morning
J23A-J23,70 mph,Unconfirmed Roadworks,70 mph,No comment,04.08.24,08:06:37,Sunday,Morning
J23-J22,70 mph,No comment,70 mph,No comment,04.08.24,08:06:57,Sunday,Morning
J22-J21A,70 mph,No comment,67 mph,Unconfirmed Roadworks,04.08.24,08:07:07,Sunday,Morning
J21A-J21,66 mph,No comment,70 mph,No comment,04.08.24,08:07:27,Sunday,Morning
J21-J20,70 mph,No comment,69 mph,No comment,04.08.24,08:07:47,Sunday,Morning
J20-J19,70 mph,No comment,68 mph,No comment,04.08.24,08:08:08,Sunday,Morning
J19-J18,54 mph,No comment,48 mph,No comment,04.08.24,08:08:28,Sunday,Morning
J18-J17,53 mph,No comment,50 mph,No comment,04.08.24,08:08:48,Sunday,Morning
J17-J16,50 mph,No comment,51 mph,No comment,04.08.24,08:09:08,Sunday,Morning
J16-J15A,60 mph,No comment,66 mph,No comment,04.08.24,08:09:28,Sunday,Morning
J15A-J15,68 mph,No comment,69 mph,No comment,04.08.24,08:09:48,Sunday,Morning
J15-J14,65 mph,"Unconfirmed Roadworks, Roadworks",70 mph,No comment,04.08.24,08:09:58,Sunday,Morning
J14-J13,68 mph,No comment,63 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:10:08,Sunday,Morning
J13-J12,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:10:18,Sunday,Morning
J12-J11A,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,08:10:28,Sunday,Morning
J11A-J11,51 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",04.08.24,08:10:28,Sunday,Morning
J11-J10,51 mph,Roadworks,52 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",04.08.24,08:10:29,Sunday,Morning
J10-J9,60 mph,"Roadworks, Unconfirmed Roadworks",66 mph,Roadworks,04.08.24,08:10:29,Sunday,Morning
J9-J8,59 mph,Unconfirmed Roadworks,67 mph,Roadworks,04.08.24,08:10:29,Sunday,Morning
J8-J7,59 mph,No comment,58 mph,No comment,04.08.24,08:10:49,Sunday,Morning
J7-J6A,66 mph,No comment,62 mph,No comment,04.08.24,08:11:09,Sunday,Morning
J6A-J6,66 mph,No comment,70 mph,No comment,04.08.24,08:11:29,Sunday,Morning
J6-J5,67 mph,No comment,70 mph,No comment,04.08.24,08:11:49,Sunday,Morning
J5-J4,69 mph,No comment,70 mph,No comment,04.08.24,08:12:09,Sunday,Morning
J4-J2,69 mph,No comment,70 mph,No comment,04.08.24,08:12:29,Sunday,Morning
J2-J1,64 mph,No comment,64 mph,No comment,04.08.24,08:12:49,Sunday,Morning
J48-J47,57 mph,Unconfirmed Roadworks,17 mph,Unconfirmed Roadworks,04.08.24,14:01:05,Sunday,Inter
J47-J46,47 mph,Unconfirmed Roadworks,42 mph,Unconfirmed Roadworks,04.08.24,14:01:05,Sunday,Inter
J46-J45,49 mph,Unconfirmed Roadworks,59 mph,Unconfirmed Roadworks,04.08.24,14:01:05,Sunday,Inter
J45-J43|44,67 mph,No comment,66 mph,No comment,04.08.24,14:01:25,Sunday,Inter
J43|44-J42,67 mph,No comment,67 mph,No comment,04.08.24,14:01:45,Sunday,Inter
J42-J41,68 mph,No comment,64 mph,No comment,04.08.24,14:02:05,Sunday,Inter
J41-J40,69 mph,No comment,69 mph,No comment,04.08.24,14:02:25,Sunday,Inter
J40-J39,70 mph,No comment,68 mph,No comment,04.08.24,14:02:45,Sunday,Inter
J39-J38,70 mph,No comment,70 mph,No comment,04.08.24,14:03:05,Sunday,Inter
J38-J37,68 mph,No comment,70 mph,No comment,04.08.24,14:03:26,Sunday,Inter
J37-J36,68 mph,No comment,70 mph,No comment,04.08.24,14:03:46,Sunday,Inter
J36-J35A,66 mph,Unconfirmed Roadworks,68 mph,No comment,04.08.24,14:03:56,Sunday,Inter
J35A-J35,58 mph,No comment,50 mph,No comment,04.08.24,14:04:16,Sunday,Inter
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,Unconfirmed Roadworks,04.08.24,14:04:16,Sunday,Inter
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,14:04:16,Sunday,Inter
J33-J32,50 mph,No comment,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,14:04:26,Sunday,Inter
J32-J31,63 mph,No comment,48 mph,Unconfirmed Roadworks,04.08.24,14:04:36,Sunday,Inter
J31-J30,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,14:04:46,Sunday,Inter
J30-J29A,46 mph,No comment,48 mph,Unconfirmed Roadworks,04.08.24,14:04:56,Sunday,Inter
J29A-J29,48 mph,No comment,48 mph,No comment,04.08.24,14:05:16,Sunday,Inter
J29-J28,48 mph,No comment,48 mph,Unconfirmed Roadworks,04.08.24,14:05:27,Sunday,Inter
J28-J27,61 mph,No comment,64 mph,No comment,04.08.24,14:05:47,Sunday,Inter
J27-J26,67 mph,No comment,70 mph,No comment,04.08.24,14:06:07,Sunday,Inter
J26-J25,66 mph,No comment,59 mph,No comment,04.08.24,14:06:27,Sunday,Inter
J25-J24A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,04.08.24,14:06:27,Sunday,Inter
J24A-J24,52 mph,Unconfirmed Roadworks,47 mph,No comment,04.08.24,14:06:37,Sunday,Inter
J24-J23A,64 mph,No comment,56 mph,No comment,04.08.24,14:06:57,Sunday,Inter
J23A-J23,70 mph,Unconfirmed Roadworks,66 mph,No comment,04.08.24,14:07:07,Sunday,Inter
J23-J22,70 mph,No comment,70 mph,No comment,04.08.24,14:07:27,Sunday,Inter
J22-J21A,70 mph,No comment,70 mph,Unconfirmed Roadworks,04.08.24,14:07:37,Sunday,Inter
J21A-J21,67 mph,No comment,53 mph,No comment,04.08.24,14:07:58,Sunday,Inter
J21-J20,70 mph,No comment,70 mph,No comment,04.08.24,14:08:18,Sunday,Inter
J20-J19,67 mph,No comment,65 mph,No comment,04.08.24,14:08:38,Sunday,Inter
J19-J18,51 mph,No comment,49 mph,No comment,04.08.24,14:08:58,Sunday,Inter
J18-J17,50 mph,No comment,48 mph,No comment,04.08.24,14:09:18,Sunday,Inter
J17-J16,49 mph,No comment,49 mph,No comment,04.08.24,14:09:38,Sunday,Inter
J16-J15A,62 mph,No comment,59 mph,No comment,04.08.24,14:09:58,Sunday,Inter
J15A-J15,70 mph,No comment,66 mph,No comment,04.08.24,14:10:18,Sunday,Inter
J15-J14,64 mph,"Unconfirmed Roadworks, Roadworks",70 mph,No comment,04.08.24,14:10:29,Sunday,Inter
J14-J13,65 mph,No comment,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,14:10:39,Sunday,Inter
J13-J12,48 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",04.08.24,14:10:49,Sunday,Inter
J12-J11A,46 mph,No comment,21 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Congestion",04.08.24,14:10:59,Sunday,Inter
J11A-J11,45 mph,Roadworks,32 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",04.08.24,14:10:59,Sunday,Inter
J11-J10,34 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",04.08.24,14:10:59,Sunday,Inter
J10-J9,34 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,04.08.24,14:10:59,Sunday,Inter
J9-J8,47 mph,Unconfirmed Roadworks,65 mph,Roadworks,04.08.24,14:10:59,Sunday,Inter
J8-J7,53 mph,No comment,53 mph,No comment,04.08.24,14:11:19,Sunday,Inter
J7-J6A,61 mph,No comment,63 mph,No comment,04.08.24,14:11:39,Sunday,Inter
J6A-J6,66 mph,No comment,69 mph,No comment,04.08.24,14:12:00,Sunday,Inter
J6-J5,70 mph,No comment,65 mph,No comment,04.08.24,14:12:20,Sunday,Inter
J5-J4,69 mph,No comment,67 mph,No comment,04.08.24,14:12:40,Sunday,Inter
J4-J2,70 mph,No comment,70 mph,No comment,04.08.24,14:13:00,Sunday,Inter
J2-J1,70 mph,No comment,57 mph,No comment,04.08.24,14:13:20,Sunday,Inter
